Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
ht4,Ministere de l'Economie et des Finances (Haiti),HT4,,489,
ma1,Ministere de la Prevision Economique et du Plan (Morocco),MA1,,490,
cf4,"Ministere des Finances, du Plan et de la Cooperation Internationale (Central African Republic)",CF4,,491,
km4,"Ministere des Finances, du budget et du plan (Comoros)",KM4,,492,
td4,Ministere des finances (Chad),TD4,,493,
lb4,Ministere des finances (Lebanon),LB4,,494,
ga3,Ministere du Plan (Gabon),GA3,,495,
mr3,Ministere du Plan (Mauritania),MR3,,496,
ne3,Ministere du Plan (Niger),NE3,,497,
tg3,Ministere du Plan (Togo),TG3,,498,
pt4,Ministerio Das Financas (Portugal),PT4,,499,
br4,Ministerio da Fazenda (Brazil),BR4,,500,
cv4,Ministerio das Financas (Cape Verde),CV4,,501,
gq4,Ministerio de  Economía y Hacienda (Equatorial Guinea),GQ4,,502,
ar4,Ministerio de Economía (Argentina),AR4,,503,
pe4,Ministerio de Economía y Finanzas (Peru),PE4,,504,
uy4,Ministerio de Economía y Finanzas (Uruguay),UY4,,505,
es4,Ministerio de Economía y Hacienda (Spain),ES4,,506,
ve4,Ministerio de Finanzas (Venezuela),VE4,,507,
gt4,Ministerio de Finanzas Públicas (Guatemala),GT4,,508,
ec4,Ministerio de Finanzas y Crédito Público (Ecuador),EC4,,509,
es98,Ministerio de Fomento - AENA,ES98,,510,
bo4,Ministerio de Hacienda (Bolivia),BO4,,511,
cl4,Ministerio de Hacienda (Chile),CL4,,512,
cr4,Ministerio de Hacienda (Costa Rica),CR4,,513,
sv4,Ministerio de Hacienda (El Salvador),SV4,,514,
py4,Ministerio de Hacienda (Paraguay),PY4,,515,
co4,Ministerio de Hacienda y Crédito Público (Colombia),CO4,,516,
hn4,Ministerio de Hacienda y Crédito Público (Honduras),HN4,,517,
ni4,Ministerio de Hacienda y Crédito Público (Nicaragua),NI4,,518,
es5,"Ministerio de Industria, Tourismo y Comerco (Spain)",ES5,,519,
it4,Ministero del Tesoro (Italy),IT4,,520,
mm4,Ministry of  Finance and Revenue (Myanmar),MM4,,521,
sc6,"Ministry of Administration and Manpower, Management and Information Systems Division  (Seychelles)",SC6,,522,
uz3,Ministry of Economy  (Uzbekistan),UZ3,,523,
gr4,Ministry of Economy and Finance (Greece),GR4,,524,
tm4,Ministry of Economy and Finance (Turkmenistan),TM4,,525,
ga4,"Ministry of Economy, Finance and Privatization (Gabon)",GA4,,526,
fi4,Ministry of Finance ((Finland),FI4,,527,
af4,"Ministry of Finance (Afghanistan, Islamic State of)",AF4,,528,
ai4,Ministry of Finance (Anguilla),AI4,,529,
ag4,Ministry of Finance (Antigua and Barbuda),AG4,,530,
az4,Ministry of Finance (Azerbaijan),AZ4,,531,
bs4,Ministry of Finance (Bahamas),BS4,,532,
bd4,Ministry of Finance (Bangladesh),BD4,,533,
bz4,Ministry of Finance (Belize),BZ4,,534,
bt4,Ministry of Finance (Bhutan),BT4,,535,
bn4,Ministry of Finance (Brunei Darussalam),BN4,,536,
bg4,Ministry of Finance (Bulgaria),BG4,,537,
cn4,"Ministry of Finance (China, P.R.: Mainland)",CN4,,538,
hr4,Ministry of Finance (Croatia),HR4,,539,
cy4,Ministry of Finance (Cyprus),CY4,,540,
dm4,Ministry of Finance (Dominica),DM4,,541,
eg4,Ministry of Finance (Egypt),EG4,,542,
er4,Ministry of Finance (Eritrea),ER4,,543,
ee4,Ministry of Finance (Estonia),EE4,,544,
et4,Ministry of Finance (Ethiopia),ET4,,545,
ge4,Ministry of Finance (Georgia),GE4,,546,
gh4,Ministry of Finance (Ghana),GH4,,547,
gd4,Ministry of Finance (Grenada),GD4,,548,
gy4,Ministry of Finance (Guyana),GY4,,549,
hu4,Ministry of Finance (Hungary),HU4,,550,
in4,Ministry of Finance (India),IN4,,551,
id4,Ministry of Finance (Indonesia),ID4,,552,
iq4,Ministry of Finance (Iraq),IQ4,,553,
jp4,Ministry of Finance (Japan),JP4,,554,
jo4,Ministry of Finance (Jordan),JO4,,555,
kz4,Ministry of Finance (Kazakhstan),KZ4,,556,
xk4,Ministry of Finance (Kosovo),XK4,,557,
kw4,Ministry of Finance (Kuwait),KW4,,558,
kg4,Ministry of Finance (Kyrgyz Republic),KG4,,559,
la4,Ministry of Finance (Lao People's Democratic Republic),LA4,,560,
ls4,Ministry of Finance (Lesotho),LS4,,561,
lr4,Ministry of Finance (Liberia),LR4,,562,
lt4,Ministry of Finance (Lithuania),LT4,,563,
mk4,Ministry of Finance (Macedonia),MK4,,564,
mw4,Ministry of Finance (Malawi),MW4,,565,
mt4,Ministry of Finance (Malta),MT4,,566,
mh4,"Ministry of Finance (Marshall Islands, Rep)",MH4,,567,
md4,Ministry of Finance (Moldova),MD4,,568,
na4,Ministry of Finance (Namibia),NA4,,569,
nr4,Ministry of Finance (Nauru),NR4,,570,
np4,Ministry of Finance (Nepal),NP4,,571,
nl4,Ministry of Finance (Netherlands),NL4,,572,
om4,Ministry of Finance (Oman),OM4,,573,
pk4,Ministry of Finance (Pakistan),PK4,,574,
pl4,Ministry of Finance (Poland),PL4,,575,
ru4,Ministry of Finance (Russian Federation),RU4,,576,
sa4,Ministry of Finance (Saudi Arabia),SA4,,577,
sc4,Ministry of Finance (Seychelles),SC4,,578,
sg4,Ministry of Finance (Singapore),SG4,,579,
si4,Ministry of Finance (Slovenia),SI4,,580,
kn4,Ministry of Finance (St. Kitts and Nevis),KN4,,581,
sr4,Ministry of Finance (Suriname),SR4,,582,
sz4,Ministry of Finance (Swaziland),SZ4,,583,
sy4,Ministry of Finance (Syrian Arab Rep.),SY4,,584,
tj4,Ministry of Finance (Tajikistan),TJ4,,585,
tz4,Ministry of Finance (Tanzania),TZ4,,586,
th4,Ministry of Finance (Thailand),TH4,,587,
tl4,Ministry of Finance (Timor-Leste),TL4,,588,
to4,Ministry of Finance (Tonga),TO4,,589,
tt4,Ministry of Finance (Trinidad and Tobago),TT4,,590,
tc4,Ministry of Finance (Turks and Caicos),TC4,,591,
ua4,Ministry of Finance (Ukraine),UA4,,592,
uz4,Ministry of Finance (Uzbekistan),UZ4,,593,
ye4,Ministry of Finance (Yemen),YE4,,594,
bb4,Ministry of Finance and  Economic Affairs (Barbados),BB4,,595,
bh4,Ministry of Finance and  National Economy (Bahrain),BH4,,596,
cd4,"Ministry of Finance and Budget (Congo, Dem. Rep. of)",CD4,,597,
sm4,Ministry of Finance and Budget (San Marino),SM4,,598,
bw4,Ministry of Finance and Development Planning (Botswana),BW4,,599,
gm4,Ministry of Finance and Economic Affairs (Gambia),GM4,,600,
vu4,Ministry of Finance and Economic Management (Vanuatu),VU4,,601,
ki4,Ministry of Finance and Economic Planning (Kiribati),KI4,,602,
am4,Ministry of Finance and Economy (Armenia),AM4,,603,
kr4,"Ministry of Finance and Economy (Korea, Republic of)",KR4,,604,
mn4,Ministry of Finance and Economy (Mongolia),MN4,,605,
ae4,Ministry of Finance and Industry (United Arab Emirates),AE4,,606,
sd4,Ministry of Finance and National Economy (Sudan),SD4,,607,
fj4,Ministry of Finance and National Planning (Fiji),FJ4,,608,
jm4,Ministry of Finance and Planning (Jamaica),JM4,,609,
vc4,Ministry of Finance and Planning (St. Vincent and the Grenadines),VC4,,610,
mv4,Ministry of Finance and Treasury (Maldives),MV4,,611,
sb4,Ministry of Finance and Treasury (Solomon Islands),SB4,,612,
cz4,Ministry of Finance of the Czech Republic,CZ4,,613,
by4,Ministry of Finance of the Republic of Belarus,BY4,,614,
sk4,Ministry of Finance of the Slovak Republic,SK4,,615,
zw4,"Ministry of Finance, Economic Planning  and Development (Zimbabwe)",ZW4,,616,
qa4,"Ministry of Finance, Economy and Commerce (Qatar)",QA4,,617,
lc4,"Ministry of Finance, International Financial Services and Economic Affairs (St. Lucia)",LC4,,618,
ug4,"Ministry of Finance, Planning and Economic Development (Uganda)",UG4,,619,
bz3,Ministry of Foreign Affairs (Belize),BZ3,,620,
br3,"Ministry of Industry, Commerce and Tourism, Secretariat of Foreign Commerce (SECEX) (Brazil)",BR3,,621,
mv3,Ministry of Planning and Development (Maldives),MV3,,622,
lr1,Ministry of Planning and Economic Affairs (Liberia),LR1,,623,
mz4,Ministry of Planning and Finance (Mozambique),MZ4,,624,
st4,Ministry of Planning and Financing (São Tomé and Príncipe),ST4,,625,
ke3,Ministry of Planning and National Development (Kenya),KE3,,626,
by1,Ministry of Statistics and Analysis of the Republic of Belarus,BY1,,627,
in1,"Ministry of Statistics and Programme Implementation, CSO (India)",IN1,,628,
sg1,Ministry of Trade and Industry / Department of Statistics (Singapore),SG1,,629,
cz3,Ministry of Transport and Communications/Transport Policy (Czech Republic),CZ3,,630,
fr4,Ministère de l'Economie et des Finance (France),FR4,,631,
sn4,Ministère de l'Economie et des Finance (Senegal),SN4,,632,
ci4,Ministère de l'Economie et des Finances (Côte d'Ivoire),CI4,,633,
ma4,"Ministère de l'Economie, des Finances, de la Privatisation et du Tourisme (Morocco)",MA4,,634,
kh4,Ministère de l'économie et des finances (Cambodia),KH4,,635,
cm4,Ministère de l'économie et des finances (Cameroon),CM4,,636,
cg4,"Ministère de l'économie, des finances et du budget (Congo, Rep of)",CG4,,637,
cv3,Ministère de la coordination économique (Cape Verde),CV3,,638,
tg4,Ministère de l’Economie des Finances (Togo),TG4,,639,
al4,Ministère des Finances (Albania),AL4,,640,
dz4,Ministère des Finances (Algeria),DZ4,,641,
bj4,Ministère des Finances (Benin),BJ4,,642,
mr4,Ministère des Finances (Mauritania),MR4,,643,
ne4,Ministère des Finances (Niger),NE4,,644,
tn4,Ministère des Finances (Tunisia),TN4,,645,
ro4,Ministère des Finances Public (Romania),RO4,,646,
rw4,Ministère des Finances et Planification Economie (Rwanda),RW4,,647,
ml4,Ministère des Finances et du Commerce (Mali),ML4,,648,
bi4,Ministère des finances (Burundi),BI4,,649,
mg4,Ministère des finances de l'Economie (Madagascar),MG4,,650,
bi3,Ministère du Plan (Burundi),BI3,,651,
cm3,Ministère du Plan et de l'Amenagement du Territoire (Cameroon),CM3,,652,
ao4,Ministério das Finanças (Angola),AO4,,653,
mc2,Monaco National Central Bank,MC2,,654,
mo2,"Monetary Authority of Macau (China,P.R.:Macao)",MO2,,655,
sg2,Monetary Authority of Singapore,SG2,,656,
6b0,NATO (North Atlantic Treaty Organisation),6B0,,657,
5h0,NIB (Nordic Investment Bank),5H0,,658,
gb9,NTC Economics (United Kingdom),GB9,,659,
pl2,Narodowy Bank Polski (Poland),PL2,,660,
az2,National Bank of Azerbaijan,AZ2,,661,
by2,National Bank of Belarus,BY2,,662,
kh2,National Bank of Cambodia,KH2,,663,
et2,National Bank of Ethiopia,ET2,,664,
ge2,National Bank of Georgia,GE2,,665,
hu2,National Bank of Hungary,HU2,,666,
md2,National Bank of Moldova,MD2,,667,
ro2,National Bank of Romania,RO2,,668,
cs2,National Bank of Serbia,CS2,,669,
rs2,"National Bank of Serbia (NBS) (Serbia, Rep. of)",RS2,,670,
sk2,National Bank of Slovakia,SK2,,671,
tj2,National Bank of Tajikistan,TJ2,,672,
ua2,National Bank of Ukraine,UA2,,673,
kg2,National Bank of the Kyrgyz Republic,KG2,,674,
kz2,National Bank of the Republic of Kazakhstan,KZ2,,675,
mk2,National Bank of the Republic of Macedonia,MK2,,676,
fi3,National Board of Customs (Finland),FI3,,677,
md1,National Bureau for Statistics (Moldova),MD1,,678,
cn1,"National Bureau of Statistics (China, P.R.: Mainland)",CN1,,679,
ss1,National Bureau of Statistics (South Sudan),SS1,,680,
tz1,National Bureau of Statistics (Tanzania),TZ1,,681,
fr6,National Council of Credit (France),FR6,,682,
th5,National Economic and Social Development Board (Thailand),TH5,,683,
se5,National Institute of Economic Research (Sweden),SE5,,684,
tm1,National Institute of State Statistics and Information (Turkmenistan),TM1,,685,
ao1,National Institute of Statistics (Angola),AO1,,686,
kh1,National Institute of Statistics (Cambodia),KH1,,687,
tn1,National Institute of Statistics (Tunisia),TN1,,688,
cd5,"National Office of Research and Development (Congo, Dem. Rep. of)",CD5,,689,
to2,National Reserve Bank of Tonga,TO2,,690,
kz1,National Statistical Agency of the Republic of Kazakhstan,KZ1,,691,
kg1,National Statistical Committee of Kyrgyz Republic,KG1,,692,
bg1,National Statistical Institute of Bulgaria,BG1,,693,
mw1,National Statistical Office (Malawi),MW1,,694,
mn1,National Statistical Office (Mongolia),MN1,,695,
pg1,National Statistical Office (Papua New Guinea),PG1,,696,
gr1,National Statistical Service of Greece (Greece),GR1,,697,
mt1,National Statistics Office (Malta),MT1,,698,
am1,National Statistics Service (Armenia),AM1,,699,
nr1,Nauru Bureau of Statistics (Nauru),NR1,,700,
nl2,Nederlandse Bank (Netherlands),NL2,,701,
np2,Nepal Rastra Bank,NP2,,702,
no2,Norges Bank (Norway),NO2,,703,
6o0,OECD (Organisation for Economic Co-operation and Development),6O0,,704,
6a80,OPEC Fund for International Development,6A80,,705,
at2,Oesterreichische Nationalbank (Austria),AT2,,706,
dz1,Office National des Statistiques (Algeria),DZ1,,707,
ma5,Office des Changes (Morocco),MA5,,708,
gb1,Office for National Statistics (United Kingdom),GB1,,709,
sm1,Office of Economic Planning and Data Processing Center and Statistics (San Marino),SM1,,710,
fm1,"Office of Planning and Statistics (Micronesia, Federated States of)",FM1,,711,
pa3,Office of the Controller General (Panama),PA3,,712,
ke4,Office of the Vice President and Ministry of Finance (Kenya),KE4,,713,
cu1,Oficina National de Estadisticas (Cuba),CU1,,714,
5z270,Organisation of Eastern Caribbean States,5Z270,,715,
5z280,Organization of American States,5Z280,,716,
5z290,Organization of Arab Petroleum Exporting Countries,5Z290,,717,
5z300,Organization of Central American States,5Z300,,718,
5z310,Organization of the Petroleum Exporting Countries,5Z310,,719,
4j0,"Other EC Institutions, Organs and Organisms covered by General budget deprecated",4J0,,720,
4j80,"Other European Community Institutions, Organs and Organisms deprecated",4J80,,721,
5z0,Other International Financial Organisations n.i.e.,5Z0,,722,
6z0,Other International Non-Financial Organisations n.i.e.,6Z0,,723,
6a0,Other International Organisations (non-financial institutions),6A0,,724,
dz99,Other competent National Authority (Algeria),DZ99,,725,
ai99,Other competent National Authority (Anguilla),AI99,,726,
ar99,Other competent National Authority (Argentina),AR99,,727,
am99,"Other competent National Authority (Armenia, Republic of)",AM99,,728,
aw99,Other competent National Authority (Aruba),AW99,,729,
au99,Other competent National Authority (Australia),AU99,,730,
at99,Other competent National Authority (Austria),AT99,,731,
az99,"Other competent National Authority (Azerbaijan, Republic of)",AZ99,,732,
bs99,"Other competent National Authority (Bahamas, The)",BS99,,733,
bh99,"Other competent National Authority (Bahrain, Kingdom of)",BH99,,734,
bb99,Other competent National Authority (Barbados),BB99,,735,
by99,Other competent National Authority (Belarus),BY99,,736,
be99,Other competent National Authority (Belgium),BE99,,737,
bz99,Other competent National Authority (Belize),BZ99,,738,
bj99,Other competent National Authority (Benin),BJ99,,739,
bm99,Other competent National Authority (Bermuda),BM99,,740,
bo99,Other competent National Authority (Bolivia),BO99,,741,
ba99,Other competent National Authority (Bosnia and Herzegovina),BA99,,742,
bn99,Other competent National Authority (Brunei Darussalam),BN99,,743,
bg99,Other competent National Authority (Bulgaria),BG99,,744,
ca99,Other competent National Authority (Canada),CA99,,745,
cv99,Other competent National Authority (Cape Verde),CV99,,746,
ky99,Other competent National Authority (Cayman Islands),KY99,,747,
td99,Other competent National Authority (Chad),TD99,,748,
cn99,"Other competent National Authority (China, P.R.: Mainland)",CN99,,749,
mo99,"Other competent National Authority (China,P.R.:Macao)",MO99,,750,
co99,Other competent National Authority (Colombia),CO99,,751,
cd99,"Other competent National Authority (Congo, Democratic Republic of)",CD99,,752,
cg99,"Other competent National Authority (Congo, Republic of)",CG99,,753,
hr99,Other competent National Authority (Croatia),HR99,,754,
cu99,Other competent National Authority (Cuba),CU99,,755,
cw99,Other competent National Authority (Curacao),CW99,,756,
cy99,Other competent National Authority (Cyprus),CY99,,757,
cz99,Other competent National Authority (Czech Republic),CZ99,,758,
dk99,Other competent National Authority (Denmark),DK99,,759,
dm99,Other competent National Authority (Dominica),DM99,,760,
ec99,Other competent National Authority (Ecuador),EC99,,761,
eg99,Other competent National Authority (Egypt),EG99,,762,
ee99,Other competent National Authority (Estonia),EE99,,763,
fj99,Other competent National Authority (Fiji),FJ99,,764,
fi99,Other competent National Authority (Finland),FI99,,765,
fr99,Other competent National Authority (France),FR99,,766,
nc99,"Other competent National Authority (French Territories, New Caledonia)",NC99,,767,
ge99,Other competent National Authority (Georgia),GE99,,768,
de99,Other competent National Authority (Germany),DE99,,769,
gh99,Other competent National Authority (Ghana),GH99,,770,
gr99,Other competent National Authority (Greece),GR99,,771,
gp99,Other competent National Authority (Guadeloupe),GP99,,772,
gt99,Other competent National Authority (Guatemala),GT99,,773,
gf99,"Other competent National Authority (Guiana, French)",GF99,,774,
gn99,Other competent National Authority (Guinea),GN99,,775,
gy99,Other competent National Authority (Guyana),GY99,,776,
ht99,Other competent National Authority (Haiti),HT99,,777,
hn99,Other competent National Authority (Honduras),HN99,,778,
hk99,Other competent National Authority (Hong Kong),HK99,,779,
hu99,Other competent National Authority (Hungary),HU99,,780,
is99,Other competent National Authority (Iceland),IS99,,781,
in99,Other competent National Authority (India),IN99,,782,
id99,Other competent National Authority (Indonesia),ID99,,783,
ie99,Other competent National Authority (Ireland),IE99,,784,
il99,Other competent National Authority (Israel),IL99,,785,
it99,Other competent National Authority (Italy),IT99,,786,
jm99,Other competent National Authority (Jamaica),JM99,,787,
jo99,Other competent National Authority (Jordan),JO99,,788,
kz99,Other competent National Authority (Kazakhstan),KZ99,,789,
ke99,Other competent National Authority (Kenya),KE99,,790,
xk99,Other competent National Authority (Kosovo),XK99,,791,
kw99,Other competent National Authority (Kuwait),KW99,,792,
kg99,Other competent National Authority (Kyrgyz Republic),KG99,,793,
lv99,Other competent National Authority (Latvia),LV99,,794,
lb99,Other competent National Authority (Lebanon),LB99,,795,
lr99,Other competent National Authority (Liberia),LR99,,796,
ly99,Other competent National Authority (Libya),LY99,,797,
li99,Other competent National Authority (Liechtenstein),LI99,,798,
lt99,Other competent National Authority (Lithuania),LT99,,799,
lu99,Other competent National Authority (Luxembourg),LU99,,800,
mk99,"Other competent National Authority (Macedonia, FYR)",MK99,,801,
mg99,Other competent National Authority (Madagascar),MG99,,802,
mw99,Other competent National Authority (Malawi),MW99,,803,
my99,Other competent National Authority (Malaysia),MY99,,804,
ml99,Other competent National Authority (Mali),ML99,,805,
mt99,Other competent National Authority (Malta),MT99,,806,
mq99,Other competent National Authority (Martinique),MQ99,,807,
mu99,Other competent National Authority (Mauritius),MU99,,808,
mx99,Other competent National Authority (Mexico),MX99,,809,
fm99,"Other competent National Authority (Micronesia, Federated States of)",FM99,,810,
md99,Other competent National Authority (Moldova),MD99,,811,
mc99,Other competent National Authority (Monaco),MC99,,812,
mn99,Other competent National Authority (Mongolia),MN99,,813,
ma99,Other competent National Authority (Morocco),MA99,,814,
mz99,Other competent National Authority (Mozambique),MZ99,,815,
mm99,Other competent National Authority (Myanmar),MM99,,816,
nr99,Other competent National Authority (Nauru),NR99,,817,
an99,Other competent National Authority (Netherlands Antilles),AN99,,818,
nl99,Other competent National Authority (Netherlands),NL99,,819,
nz99,Other competent National Authority (New Zealand),NZ99,,820,
ng99,Other competent National Authority (Nigeria),NG99,,821,
no99,Other competent National Authority (Norway),NO99,,822,
pk99,Other competent National Authority (Pakistan),PK99,,823,
pw99,Other competent National Authority (Palau),PW99,,824,
pg99,Other competent National Authority (Papua New Guinea),PG99,,825,
pl99,Other competent National Authority (Poland),PL99,,826,
pt99,Other competent National Authority (Portugal),PT99,,827,
ro99,Other competent National Authority (Romania),RO99,,828,
ru99,Other competent National Authority (Russian Federation),RU99,,829,
ws99,Other competent National Authority (Samoa),WS99,,830,
sa99,Other competent National Authority (Saudi Arabia),SA99,,831,
sn99,Other competent National Authority (Senegal),SN99,,832,
cs99,Other competent National Authority (Serbia and Montenegro),CS99,,833,
sg99,Other competent National Authority (Singapore),SG99,,834,
sx99,Other competent National Authority (Sint Maarten),SX99,,835,
sk99,Other competent National Authority (Slovak Republic),SK99,,836,
si99,Other competent National Authority (Slovenia),SI99,,837,
za99,Other competent National Authority (South Africa),ZA99,,838,
ss99,Other competent National Authority (South Sudan),SS99,,839,
es99,Other competent National Authority (Spain),ES99,,840,
sd99,Other competent National Authority (Sudan),SD99,,841,
sr99,Other competent National Authority (Suriname),SR99,,842,
se99,Other competent National Authority (Sweden),SE99,,843,
ch99,Other competent National Authority (Switzerland),CH99,,844,
sy99,Other competent National Authority (Syrian Arab Republic),SY99,,845,
tj99,Other competent National Authority (Tajikistan),TJ99,,846,
tz99,Other competent National Authority (Tanzania),TZ99,,847,
tl99,Other competent National Authority (Timor-Leste),TL99,,848,
to99,Other competent National Authority (Tonga),TO99,,849,
tr99,Other competent National Authority (Turkey),TR99,,850,
tm99,Other competent National Authority (Turkmenistan),TM99,,851,
tc99,Other competent National Authority (Turks and Caicos),TC99,,852,
ug99,Other competent National Authority (Uganda),UG99,,853,
ua99,Other competent National Authority (Ukraine),UA99,,854,
gb99,Other competent National Authority (United Kingdom),GB99,,855,
uz99,Other competent National Authority (Uzbekistan),UZ99,,856,
vu99,Other competent National Authority (Vanuatu),VU99,,857,
vn99,Other competent National Authority (Vietnam),VN99,,858,
vg99,"Other competent National Authority (Virgin Islands, British)",VG99,,859,
vi99,"Other competent National Authority (Virgin Islands, US)",VI99,,860,
ps99,Other competent National Authority (West Bank and Gaza),PS99,,861,
ye99,"Other competent National Authority (Yemen, Republic of)",YE99,,862,
zm99,Other competent National Authority (Zambia),ZM99,,863,
zw99,Other competent National Authority (Zimbabwe),ZW99,,864,
pk1,Pakistan Bureau of Statistics (Pakistan),PK1,,865,
ps2,Palestine Monetary Authority,PS2,,866,
ps1,Palestinian Central Bureau of Statistics,PS1,,867,
7d0,Paris Club Creditor Institutions,7D0,,868,
cf3,Presidence de la Republique (Central African Republic),CF3,,869,
bg3,Prime Minister's Office (Bulgaria),BG3,,870,
4j8390,Publications Office of the European Union,4J8390,,871,
es97,Puertos del Estado/Portel Spain,ES97,,872,
qa2,Qatar Central Bank,QA2,,873,
au2,Reserve Bank of Australia,AU2,,874,
fj2,Reserve Bank of Fiji,FJ2,,875,
in2,Reserve Bank of India,IN2,,876,
mw2,Reserve Bank of Malawi,MW2,,877,
nz2,Reserve Bank of New Zealand,NZ2,,878,
vu2,Reserve Bank of Vanuatu,VU2,,879,
zw2,Reserve Bank of Zimbabwe,ZW2,,880,
1u0,Rest of UN Organisations n.i.e.,1U0,,881,
mo3,Revenue Bureau of Macao,MO3,,882,
ro1,"Romania, National Commission for Statistics",RO1,,883,
bt2,Royal Monetary Authority of Bhutan,BT2,,884,
4m0,SRB (Single Resolution Board),4M0,,885,
lu1,STATEC - Service central de la statistique et des études économiques du Luxembourg,LU1,,886,
sh1,Saint Helena Statistical Office,SH1,,887,
ws4,Samoa Treasury Department,WS4,,888,
sa2,Saudi Arabian Monetary Agency,SA2,,889,
mx4,Secretaria de Hacienda y Crédito Público (Mexico),MX4,,890,
bo3,Secretaría Nacional de Hacienda (Bolivia),BO3,,891,
gn1,Service de la Statistique generale et de la Mecanographie (Guinea),GN1,,892,
za2,South African Reserve Bank,ZA2,,893,
5z330,South Asian Association for Regional Cooperation,5Z330,,894,
cn3,"State Administration of Foreign Exchange (China, P.R.: Mainland)",CN3,,895,
tr98,State Airports Authority,TR98,,896,
pk2,State Bank of Pakistan,PK2,,897,
vn2,State Bank of Vietnam,VN2,,898,
ru3,State Customs Committee of the Russian Federation,RU3,,899,
ge1,State Department for Statistics of Georgia,GE1,,900,
tr1,State Institute of Statistics (Turkey),TR1,,901,
tj1,State Statistical Agency of Tajikistan,TJ1,,902,
az1,State Statistical Committee of the Republic of Azerbaijan,AZ1,,903,
mk1,State Statistical Office (Macedonia),MK1,,904,
ua1,State Statistics Committee of Ukraine,UA1,,905,
gy1,Statistical Bureau / Ministry of Planning (Guyana),GY1,,906,
jm1,Statistical Institute of Jamaica,JM1,,907,
mc1,Statistical Office (Monaco),MC1,,908,
me1,Statistical Office (Montenegro),ME1,,909,
sb1,Statistical Office (Solomon Islands),SB1,,910,
kn1,Statistical Office (St. Kitts and Nevis),KN1,,911,
lc1,Statistical Office (St. Lucia),LC1,,912,
tl1,Statistical Office (Timor Leste),TL1,,913,
vu1,Statistical Office (Vanuatu),VU1,,914,
4d1,Statistical Office of the European Commission (Eurostat),4D1,,915,
rs1,Statistical Office of the Republic of Serbia,RS1,,916,
si1,Statistical Office of the Republic of Slovenia,SI1,,917,
sk1,Statistical Office of the Slovak Republic,SK1,,918,
vc1,Statistical Unit (St. Vincent and Grenadines),VC1,,919,
pw1,Statistical office (Palau),PW1,,920,
cr1,Statistical office of Costa Rica,CR1,,921,
ca1,Statistics Canada,CA1,,922,
to1,Statistics Department (Tonga),TO1,,923,
fi1,Statistics Finland (Finland),FI1,,924,
is1,Statistics Iceland,IS1,,925,
nz1,Statistics New Zealand,NZ1,,926,
no1,Statistics Norway,NO1,,927,
nu1,Statistics Offie Niue,NU1,,928,
se1,Statistics Sweden (Sweden),SE1,,929,
mo1,"Statistics and Census Department (China,P.R.:Macao)",MO1,,930,
kw1,Statistics and Information Technology Sector (Kuwait),KW1,,931,
at1,Statistik Österreich (Austria),AT1,,932,
de1,Statistisches Bundesamt (Germany),DE1,,933,
pa6,Superintendencia de Bancos (Panama),PA6,,934,
se2,Sveriges Riksbank (Sweden),SE2,,935,
ch4,Swiss Federal Finance Administration (Switzerland),CH4,,936,
ch1,Swiss Federal Statistical Office,CH1,,937,
ch2,Swiss National Bank,CH2,,938,
kr2,The Bank of Korea,KR2,,939,
bs2,The Central Bank of the Bahamas,BS2,,940,
ir2,The Central Bank of the Islamic Republic of Iran,IR2,,941,
7o0,The Eastern and Southern African Trade and Development Bank,7O0,,942,
4j8400,The European Union’s Judicial Cooperation Unit,4J8400,,943,
6z10,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",6Z10,,944,
kr6,The Korea Financial Services Commission,KR6,,945,
ly5,The National Corporation for Information and Documentation (Libya),LY5,,946,
us4_1,The Office of Financial Research (OFR),US4_1,,947,
ie3,The Office of the Revenue Commissioners (Ireland),IE3,,948,
cn2,The People's Bank of China,CN2,,949,
lv3,The Treasury of the Republic of Latvia,LV3,,950,
1y0,The United Nations World Food Programme,1Y0,,951,
4j8410,Translation Centre for the Bodies of the European Union,4J8410,,952,
dj3,Trésor National (Djibouti),DJ3,,953,
ga5,Trésorier-Payeur Général  du Gabon,GA5,,954,
tv1,Tuvalu Statistics,TV1,,955,
us5,U.S. Department of Commerce (USA),US5,,956,
us4,U.S. Department of Treasury (USA),US4,,957,
1b0,UN organisations,1B0,,958,
1h0,"UNESCO (United Nations Educational, Scientific and Cultural Organisation)",1H0,,959,
1p0,UNHCR (United Nations High Commissioner for Refugees),1P0,,960,
1o0,UNICEF (United Nations Children Fund),1O0,,961,
1q0,UNRWA (United Nations Relief and Works Agency for Palestine),1Q0,,962,
it3,Ufficio Italiano dei Cambi (Italy),IT3,,963,
ug1,Uganda Bureau of Statistics,UG1,,964,
5z340,United Nations Conference on Trade and Development,5Z340,,965,
1x0,United Nations Office on Drugs and Crimes(UNODC),1X0,,966,
1v0,Universal Postal Union,1V0,,967,
zzz,"Unspecified (e.g. any, dissemination, internal exchange etc)",ZZZ,,968,
7a0,WAEMU (West African Economic and Monetary Union),7A0,,969,
1k0,WHO (World Health Organisation),1K0,,970,
5z350,West African Economic Community,5Z350,,971,
5z360,West African Health Organisation,5Z360,,972,
5z370,West African Monetary Agency,5Z370,,973,
5z380,West African Monetary Institute,5Z380,,974,
5z390,World Council of Churches,5Z390,,975,
